"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"3561","1/14/16","39","Male","Hispanic","Gunshot","Allegedly Armed","Canyon Country","CA","91351",34.424794,-118.44513
"3562","3/21/14","74","Male","White","Gunshot","Allegedly Armed","Tarzana","CA","91356",34.164255,-118.54472
"3563","8/2/16","51","Male","White","Gunshot","Unarmed","Castaic","CA","91384",34.478797,-118.65255
"3564","10/6/13","53","Male","White","Gunshot","Allegedly Armed","Castaic","CA","91384",34.478797,-118.65255
"3565","9/15/15","32","Male","Hispanic","Gunshot","Allegedly Armed","Panorama City","CA","91402",34.223753,-118.44322
"3566","2/14/16","26","Male","White","Gunshot","Allegedly Armed","Van Nuys","CA","91405",34.199704,-118.44724
"3567","8/27/15","29","Male","Hispanic","Gunshot","Allegedly Armed","Van Nuys","CA","91405",34.199704,-118.44724
"3568","11/9/14","22","Male","Hispanic","Gunshot","Allegedly Armed","Van Nuys","CA","91406",34.201491,-118.49376
"3569","7/25/14","33","Male","Hispanic","Gunshot","Unclear","Van Nuys","CA","91406",34.201491,-118.49376
"3570","10/3/15","45","Male","White","Gunshot","Unarmed","Van Nuys","CA","91411",34.178305,-118.45858
"3571","3/5/15","34","Male","Hispanic","Gunshot","Unarmed","Burbank","CA","91505",34.166906,-118.34366
"3572","11/22/13","18","Male","Hispanic","Gunshot","Allegedly Armed","North Hollywood","CA","91601",34.168206,-118.37246
"3573","7/24/15","44","Male","White","Gunshot","Allegedly Armed","Studio City","CA","91604",34.143856,-118.39429
"3574","5/17/14","34","Male","Hispanic","Gunshot","Allegedly Armed","North Hollywood","CA","91605",34.208142,-118.4011
"3575","2/24/13","25","Male","Hispanic","Gunshot","Allegedly Armed","North Hollywood","CA","91606",34.185698,-118.38836
"3576","5/12/14","21","Male","Black","Gunshot","Allegedly Armed","Universal City","CA","91608",34.139397,-118.35034
"3577","11/29/13","23","Male","Hispanic","Gunshot","Allegedly Armed","Azusa","CA","91702",34.128907,-117.90309
"3578","6/21/15","24","Male","Hispanic","Gunshot","Unclear","Azusa","CA","91702",34.128907,-117.90309
"3579","8/15/15","44","Male","Hispanic","Taser","Unarmed","Baldwin Park","CA","91706",34.087108,-117.96966
"3580","2/4/15","59","Male","White","Gunshot, Vehicle","Vehicle","Chino","CA","91708",34.839964,-115.967051
"3581","11/19/13","47","Male","White","Gunshot","Allegedly Armed","Chino Hills","CA","91709",33.975267,-117.72305
"3582","3/28/14","25","Male","White","Gunshot","Allegedly Armed","Chino Hills","CA","91709",33.975267,-117.72305
"3583","7/23/16","31","Male","Black","Gunshot","Allegedly Armed","Chino","CA","91710",34.015963,-117.68737
"3584","7/6/16","Unknown","Male","Hispanic","Gunshot","Allegedly Armed","Covina","CA","91722",34.097708,-117.90698
"3585","9/9/15","59","Male","Asian","Gunshot","Allegedly Armed","El Monte","CA","91731",34.076642,-118.03942
"3586","5/5/15","32","Male","Asian","Gunshot","Allegedly Armed","South El Monte","CA","91733",34.05051,-118.04834
"3587","6/22/13","24","Male","Hispanic","Gunshot","Allegedly Armed","La Puente","CA","91744",34.029561,-117.93975
"3588","10/16/15","25","Male","Hispanic","Gunshot","Unarmed","La Puente","CA","91744",34.029561,-117.93975
"3589","7/3/15","27","Male","Hispanic","Gunshot","Allegedly Armed","Rowland Heights","CA","91748",33.985012,-117.89705
"3590","11/13/15","25","Male","Hispanic","Gunshot","Unclear","Mira Loma","CA","91752",34.001846,-117.52759
"3591","2/15/13","25","Male","Unknown race","Gunshot","Allegedly Armed","Monterey Park","CA","91754",34.048207,-118.14161
"3592","8/20/15","17","Male","Hispanic","Gunshot","Allegedly Armed","Ontario","CA","91761",34.036085,-117.6086
"3593","9/5/15","32","Male","Hispanic","Gunshot","Allegedly Armed","Ontario","CA","91761",34.036085,-117.6086
"3594","3/10/15","Unknown","Male","Unknown race","Gunshot","Allegedly Armed","Ontario","CA","91762",34.057561,-117.66563
"3595","7/3/15","25","Male","Hispanic","Medical emergency","Unarmed","Montclair","CA","91763",34.07041,-117.69938
"3596","4/22/15","27","Male","Hispanic","Gunshot","Unarmed","Ontario","CA","91764",34.077327,-117.6222
"3597","5/10/14","59","Male","Hispanic","Gunshot","Unclear","Ontario","CA","91764",34.077327,-117.6222
"3598","3/13/15","23","Male","Hispanic","Gunshot","Unarmed","Pomona","CA","91766",34.045584,-117.75305
"3599","3/16/13","28","Female","Hispanic","Gunshot","Allegedly Armed","Pomona","CA","91768",34.06521,-117.77932
"3600","11/15/13","21","Male","Hispanic","Gunshot","Allegedly Armed","Rosemead","CA","91770",34.066143,-118.08475
"3601","12/29/15","33","Male","Asian","Gunshot","Unclear","Rosemead","CA","91770",34.066143,-118.08475
"3602","9/13/16","38","Male","White","Death in custody","Unarmed","San Gabriel","CA","91775",34.114041,-118.09035
"3603","11/23/14","27","Male","Hispanic","Gunshot","Allegedly Armed","West Covina","CA","91790",34.068059,-117.93835
"3604","2/13/14","35","Male","Hispanic","Gunshot","Allegedly Armed","West Covina","CA","91792",34.020711,-117.89932
"3605","5/17/13","35","Male","Asian","Gunshot","Allegedly Armed","Alhambra","CA","91801",34.090409,-118.127
"3606","5/27/15","33","Male","White","Gunshot","Allegedly Armed","Alpine","CA","91901",32.823102,-116.73864
"3607","11/14/14","35","Male","Hispanic","Gunshot","Allegedly Armed","Chula Vista","CA","91910",32.638654,-117.06686
"3608","6/14/16","22","Male","Hispanic","Gunshot","Unclear","Chula Vista","CA","91914",32.662563,-116.95413
"3609","12/25/13","58","Male","White","Medical emergencys","Unarmed","Pine Valley","CA","91962",32.773317,-116.49139
"3610","1/16/16","25","Female","White","Gunshot","Unarmed","El Cajon","CA","92020",32.7991,-116.97334
"3611","9/27/16","30","Male","Black","Gunshot","Unarmed","El Cajon","CA","92021",32.8201,-116.91234
"3612","3/27/15","56","Male","White","Gunshot","Allegedly Armed","Encinitas","CA","92024",33.053092,-117.26855
"3613","1/26/14","27","Male","White","Gunshot","Allegedly Armed","Escondido","CA","92025",33.106862,-117.07077
"3614","5/4/13","29","Male","Hispanic","Gunshot","Allegedly Armed","Escondido","CA","92027",33.142706,-117.03049
"3615","6/5/13","36","Male","Unknown race","Beaten","Allegedly Armed","Fallbrook","CA","92028",33.380359,-117.20605
"3616","6/5/13","37","Male","White","Gunshot","Allegedly Armed","Escondido","CA","92029",33.087868,-117.11558
"3617","4/7/14","24","Male","Unknown race","Gunshot","Allegedly Armed","Oceanside","CA","92054",33.202463,-117.36077
"3618","8/4/15","55","Male","Hispanic","Gunshot","Unclear","Oceanside","CA","92058",33.016928,-116.846046
"3619","8/18/16","38","Male","White","Gunshot","Unarmed","Poway","CA","92064",32.973645,-117.03701
"3620","8/24/13","44","Male","Unknown race","Gunshot","Allegedly Armed","San Marcos","CA","92069",33.144908,-117.17128
"3621","8/5/16","31","Male","Unknown race","Gunshot","Allegedly Armed","Santee","CA","92071",32.84681,-116.98983
"3622","1/31/14","33","Male","Hispanic","Gunshot","Unarmed","Vista","CA","92081",33.18,-117.24
"3623","8/11/16","33","Male","Hispanic","Gunshot","Unclear","Vista","CA","92083",33.179587,-117.24461
"3624","7/9/15","38","Male","White","Gunshot","Allegedly Armed","Vista","CA","92083",33.179587,-117.24461
"3625","2/26/14","62","Male","White","Gunshot","Allegedly Armed","San Diego","CA","92101",32.719601,-117.16246
"3626","10/20/15","39","Male","Black","Gunshot","Unarmed","San Diego","CA","92101",32.719601,-117.16246
"3627","1/9/14","40","Male","Hispanic","Gunshot","Allegedly Armed","San Diego","CA","92102",32.714992,-117.12537
"3628","1/1/16","30","Male","White","Gunshot","Allegedly Armed","San Diego","CA","92103",32.746018,-117.16715
"3629","7/13/14","21","Male","Asian","Gunshot","Allegedly Armed","San Diego","CA","92105",32.741256,-117.0951
"3630","10/27/15","29","Male","Black","Gunshot","Unarmed","San Diego","CA","92106",32.7259,-117.23079
"3631","8/28/15","54","Male","White","Gunshot","Allegedly Armed","San Diego","CA","92108",32.7736,-117.13785
"3632","12/6/15","35","Male","White","Physical restraint","Unarmed","San Diego","CA","92108",32.7736,-117.13785
"3633","6/1/13","21","Male","White","Gunshot","Allegedly Armed","San Diego","CA","92109",32.791246,-117.24343
"3634","11/4/15","47","Male","White","Gunshot","Unarmed","San Diego","CA","92109",32.791246,-117.24343
"3635","4/29/15","42","Male","Asian","Gunshot","Allegedly Armed","San Diego","CA","92110",32.766482,-117.20077
"3636","5/11/16","30","Male","Asian","Gunshot","Vehicle","San Diego","CA","92114",32.706954,-117.0542
"3637","1/12/13","21","Male","Hispanic","Gunshot","Vehicle","San Diego","CA","92114",32.706954,-117.0542
"3638","5/24/13","47","Male","Hispanic","Gunshot","Allegedly Armed","San Diego","CA","92114",32.706954,-117.0542
"3639","1/17/13","27","Male","Hispanic","Gunshot","Allegedly Armed","San Diego","CA","92120",32.794449,-117.07221
"3640","5/17/15","34","Male","White","Gunshot","Allegedly Armed","San Diego","CA","92123",32.803799,-117.13595
"3641","7/2/15","60","Male","Asian","Gunshot","Allegedly Armed","San Diego","CA","92127",33.022384,-117.10694
"3642","4/27/13","33","Female","Unknown race","Gunshot","Allegedly Armed","San Diego","CA","92139",32.677286,-117.05241
"3643","2/18/14","42","Male","Hispanic","Gunshot","Unarmed","San Diego","CA","92154",32.574398,-117.05633
"3644","10/19/13","Unknown","Male","Unknown race","Gunshot","Vehicle","San Diego","CA","92154",32.574398,-117.05633
"3645","10/19/13","38","Male","Hispanic","Gunshot","Vehicle","San Diego","CA","92154",32.574398,-117.05633
"3646","11/18/13","16","Male","Hispanic","Drug Overdose","Unarmed","San Ysidro","CA","92173",32.556264,-117.05057
"3647","12/25/14","40","Male","Hispanic","Taser","Unarmed","San Ysidro","CA","92173",32.556264,-117.05057
"3648","9/28/15","59","Male","Hispanic","Gunshot","Unarmed","San Ysidro","CA","92173",32.556264,-117.05057
"3649","12/5/15","38","Male","Hispanic","Gunshot","Allegedly Armed","Indio","CA","92201",33.715271,-116.235
"3650","2/14/13","23","Male","Hispanic","Gunshot","Allegedly Armed","Indio","CA","92201",33.715271,-116.235
"3651","7/4/13","37","Male","Black","Gunshot","Allegedly Armed","Indio","CA","92201",33.715271,-116.235
"3652","11/2/14","20","Male","Hispanic","Gunshot","Allegedly Armed","Indio","CA","92201",33.715271,-116.235
"3653","10/14/15","18","Male","Hispanic","Gunshot","Vehicle","Indio","CA","92201",33.715271,-116.235
"3654","8/20/16","71","Male","Hispanic","Gunshot","Allegedly Armed","Indio","CA","92201",33.715271,-116.235
"3655","10/26/13","32","Male","Hispanic","Gunshot","Allegedly Armed","Banning","CA","92220",33.920803,-116.87897
"3656","9/17/16","42","Male","White","Gunshot","Allegedly Armed","Beaumont","CA","92223",33.945265,-116.9759
"3657","7/9/13","46","Male","Unknown race","Gunshot","Allegedly Armed","Cabazon","CA","92230",33.911404,-116.76834
"3658","10/21/15","35","Male","Hispanic","Gunshot","Allegedly Armed","Calexico","CA","92231",32.683491,-115.48277
"3659","10/24/15","30","Male","Black","Gunshot","Unclear","Cathedral City","CA","92234",33.807761,-116.46473
"3660","12/25/14","Unknown","Male","Hispanic","Gunshot","Unarmed","Coachella","CA","92236",33.679872,-116.17656
"3661","1/27/14","39","Male","Hispanic","Gunshot","Unarmed","Coachella","CA","92236",33.679872,-116.17656
"3662","8/22/13","24","Male","Hispanic","Gunshot","Allegedly Armed","Desert Hot Springs","CA","92240",33.952303,-116.50804
"3663","1/30/14","36","Male","Hispanic","Gunshot","Allegedly Armed","El Centro","CA","92243",32.783359,-115.57746
"3664","5/11/14","32","Male","Black","Beaten","Unarmed","Imperial","CA","92251",32.853471,-115.58942
"3665","7/28/16","47","Male","Black","Gunshot","Unclear","La Quinta","CA","92253",33.675373,-116.29649
"3666","4/18/14","19","Male","Hispanic","Gunshot","Unclear","Thermal","CA","92274",33.466287,-116.0688
"3667","3/16/16","25","Male","Hispanic","Gunshot","Unclear","Apple Valley","CA","92307",34.538622,-117.17729
"3668","6/25/14","29","Male","White","Gunshot","Allegedly Armed","Apple Valley","CA","92308",34.447959,-117.19222
"3669","2/2/15","42","Male","White","Gunshot","Allegedly Armed","Apple Valley","CA","92308",34.447959,-117.19222
"3670","11/19/15","29","Male","Black","Gunshot","Unarmed","Barstow","CA","92311",34.894181,-117.03636
"3671","9/15/15","28","Male","Unknown race","Gunshot","Unclear","Barstow","CA","92311",34.894181,-117.03636
"3672","2/5/15","36","Male","White","Gunshot","Allegedly Armed","Calimesa","CA","92320",33.984551,-117.03767
"3673","9/12/16","Unknown","Male","Unknown race","Gunshot","Unclear","Colton","CA","92324",34.061931,-117.31995
"3674","11/11/13","56","Male","White","Gunshot","Unarmed","Crestline","CA","92325",34.242567,-117.28654
"3675","3/13/15","Unknown","Male","White","Gunshot","Allegedly Armed","Fontana","CA","92335",34.088911,-117.45213
"3676","9/10/15","34","Male","Hispanic","Gunshot","Allegedly Armed","Fontana","CA","92335",34.088911,-117.45213
"3677","11/20/15","56","Male","Hispanic","Gunshot","Allegedly Armed","Fontana","CA","92336",34.125147,-117.45818
"3678","11/22/15","46","Male","White","Gunshot","Allegedly Armed","Fontana","CA","92337",34.046992,-117.481
"3679","1/25/16","47","Male","White","Gunshot","Allegedly Armed","Hesperia","CA","92345",34.399992,-117.33999
"3680","3/12/14","25","Male","White","Gunshot","Allegedly Armed","Highland","CA","92346",34.12716,-117.20073
"3681","4/15/15","28","Male","White","Physical restraint","Unarmed","Highland","CA","92346",34.12716,-117.20073
"3682","7/17/15","50","Male","White","Gunshot","Allegedly Armed","Needles","CA","92363",34.808718,-114.62664
"3683","4/16/15","47","Male","Hispanic","Gunshot","Allegedly Armed","Needles","CA","92363",34.808718,-114.62664
"3684","8/26/16","59","Male","White","Vehicle","Allegedly Armed","Phelan","CA","92371",34.453465,-117.53392
"3685","10/10/15","38","Male","White","Gunshot","Unclear","Pinon Hills","CA","92372",34.44654,-117.63411
"3686","12/2/15","28","Male","Asian","Gunshot","Allegedly Armed","Redlands","CA","92374",34.063264,-117.16888
"3687","12/2/15","27","Female","Asian","Gunshot","Allegedly Armed","Redlands","CA","92374",34.063264,-117.16888
"3688","3/24/16","29","Male","White","Gunshot","Allegedly Armed","Redlands","CA","92374",34.063264,-117.16888
"3689","9/16/15","19","Male","Hispanic","Struck by vehicle","Unarmed","Rialto","CA","92376",34.109511,-117.37617
"3690","10/2/15","26","Male","Hispanic","Gunshot","Allegedly Armed","Rialto","CA","92376",34.109511,-117.37617
"3691","8/12/14","36","Male","Black","Taser","Unarmed","Victorville","CA","92392",34.489466,-117.35321
"3692","1/12/14","32","Male","Hispanic","Gunshot","Unarmed","Victorville","CA","92395",34.48,-117.36
"3693","6/29/13","26","Male","Unknown race","Gunshot","Allegedly Armed","Yucaipa","CA","92399",34.033564,-117.03776
"3694","10/1/14","33","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92404",34.14856,-117.26298
"3695","7/16/16","26","Male","White","Gunshot","Allegedly Armed","San Bernardino","CA","92405",34.141659,-117.29722
"3696","9/18/15","32","Male","White","Gunshot","Unarmed","San Bernardino","CA","92407",34.198189,-117.35826
"3697","2/13/15","23","Male","White","Gunshot","Vehicle","San Bernardino","CA","92407",34.198189,-117.35826
"3698","11/13/14","35","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92408",34.080662,-117.27357
"3699","6/10/14","31","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92408",34.080662,-117.27357
"3700","5/9/13","19","Male","Unknown race","Gunshot","Allegedly Armed","San Bernardino","CA","92408",34.080662,-117.27357
"3701","10/3/14","48","Male","Unknown race","Gunshot","Allegedly Armed","San Bernardino","CA","92410",34.106965,-117.2975
"3702","10/11/15","34","Male","Hispanic","Gunshot","Unclear","San Bernardino","CA","92410",34.106965,-117.2975
"3703","12/12/15","49","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92411",34.12051,-117.3176
"3704","7/27/16","24","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92411",34.12051,-117.3176
"3705","8/22/14","38","Male","Hispanic","Gunshot","Allegedly Armed","San Bernardino","CA","92411",34.12051,-117.3176
"3706","6/21/14","22","Male","Pacific Islander","Gunshot","Allegedly Armed","San Bernardino","CA","92411",34.12051,-117.3176
"3707","8/29/16","56","Male","White","Gunshot","Allegedly Armed","San Bernardino","CA","92411",34.12051,-117.3176
"3708","7/11/13","26","Male","Black","Gunshot","Allegedly Armed","Riverside","CA","92503",33.91355,-117.46052
"3709","2/25/13","39","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92503",33.91355,-117.46052
"3710","12/31/13","20","Male","Black","Gunshot","Allegedly Armed","Riverside","CA","92503",33.91355,-117.46052
"3711","11/18/14","34","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92505",33.921765,-117.48812
"3712","11/22/13","37","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92507",33.978965,-117.33646
"3713","9/13/13","50","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92507",33.978965,-117.33646
"3714","10/24/15","34","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92507",33.978965,-117.33646
"3715","6/25/13","34","Male","Unknown race","Gunshot","Allegedly Armed","Riverside","CA","92509",33.998751,-117.44695
"3716","11/14/15","31","Male","Hispanic","Gunshot","Allegedly Armed","Riverside","CA","92509",33.998751,-117.44695
"3717","4/15/16","38","Male","Hispanic","Gunshot","Allegedly Armed","Lake Elsinore","CA","92530",33.675893,-117.34946
"3718","1/16/14","28","Male","Unknown race","Gunshot","Vehicle","Lake Elsinore","CA","92532",33.696543,-117.3247
"3719","10/9/15","53","Female","White","Gunshot","Allegedly Armed","Aguanga","CA","92536",33.485978,-116.82004
"3720","12/10/15","Unknown","Male","Unknown race","Gunshot","Allegedly Armed","Hemet","CA","92543",33.73542,-116.97401
"3721","12/21/15","34","Male","Hispanic","Gunshot","Allegedly Armed","Hemet","CA","92543",33.73542,-116.97401
"3722","1/21/15","36","Male","White","Gunshot","Allegedly Armed","Hemet","CA","92544",33.708843,-116.90948
"3723","11/8/14","27","Male","White","Gunshot","Allegedly Armed","Hemet","CA","92544",33.708843,-116.90948
"3724","4/17/15","29","Male","Hispanic","Gunshot","Allegedly Armed","Hemet","CA","92544",33.708843,-116.90948
"3725","6/26/13","30","Male","White","Gunshot","Allegedly Armed","Hemet","CA","92544",33.708843,-116.90948
"3726","7/24/16","36","Male","White","Gunshot","Allegedly Armed","Hemet","CA","92545",33.736743,-117.0217
"3727","8/12/15","27","Male","Hispanic","Gunshot","Allegedly Armed","Hemet","CA","92545",33.736743,-117.0217
"3728","7/16/15","25","Male","Black","Gunshot","Allegedly Armed","Moreno Valley","CA","92553",33.923243,-117.24211
"3729","10/11/13","41","Male","White","Pepper sprayed, Taser, beaten","Unarmed","Moreno Valley","CA","92557",33.957957,-117.24833
"3730","12/14/14","65","Male","Unknown race","Gunshot","Unclear","Perris","CA","92570",33.784051,-117.29812
"3731","6/8/13","19","Male","Black","Gunshot","Allegedly Armed","Perris","CA","92570",33.784051,-117.29812
"3732","8/22/13","33","Male","White","Beaten","Unarmed","Perris","CA","92571",33.822068,-117.21514
"3733","11/11/14","38","Male","White","Gunshot","Unarmed","Perris","CA","92571",33.822068,-117.21514
"3734","6/4/13","25","Male","Hispanic","Gunshot","Allegedly Armed","San Jacinto","CA","92582",33.796153,-117.00046
"3735","9/12/13","66","Male","White","Gunshot","Allegedly Armed","Sun City","CA","92586",33.70602,-117.1974
"3736","4/21/14","58","Male","White","Gunshot","Allegedly Armed","Sun City","CA","92586",33.70602,-117.1974
"3737","7/5/16","49","Male","White","Gunshot","Unclear","Temecula","CA","92591",33.52775,-117.12056
"3738","2/11/13","29","Male","White","Gunshot","Allegedly Armed","Temecula","CA","92591",33.52775,-117.12056
"3739","5/4/16","18","Male","Unknown race","Gunshot","Allegedly Armed","Temecula","CA","92592",33.495343,-117.07657
"3740","12/10/14","Unknown","Male","Unknown race","Gunshot","Unclear","Wildomar","CA","92595",33.614385,-117.2608
"3741","12/10/14","38","Male","Unknown race","Gunshot","Allegedly Armed","Wildomar","CA","92595",33.614385,-117.2608
"3742","11/24/14","35","Male","Black","Gunshot","Allegedly Armed","Winchester","CA","92596",33.653216,-117.07986
"3743","12/17/14","48","Male","White","Gunshot","Allegedly Armed","Costa Mesa","CA","92626",33.677224,-117.90863
"3744","8/3/13","26","Male","Hispanic","Gunshot","Allegedly Armed","Huntington Beach","CA","92647",33.725167,-118.00509
"3745","10/25/14","27","Male","White","Gunshot","Allegedly Armed","Huntington Beach","CA","92648",33.673468,-118.00243
"3746","5/29/14","22","Male","White","Gunshot","Allegedly Armed","Newport Beach","CA","92663",33.619221,-117.93087
"3747","9/24/13","21","Male","White","Gunshot","Allegedly Armed","Laguna Niguel","CA","92677",33.531938,-117.7025
"3748","5/12/15","40","Male","White","Gunshot","Allegedly Armed","Rancho Santa Margarita","CA","92688",33.639994,-117.60351
"3749","2/18/16","30","Male","Hispanic","Gunshot","Unclear","Santa Ana","CA","92701",33.747017,-117.86248
"3750","3/11/15","39","Male","Hispanic","Gunshot","Allegedly Armed","Santa Ana","CA","92701",33.747017,-117.86248
"3751","8/1/16","32","Male","Black","Gunshot","Unarmed","Santa Ana","CA","92701",33.747017,-117.86248
"3752","3/15/13","41","Male","White","Gunshot","Allegedly Armed","Santa Ana","CA","92701",33.747017,-117.86248
"3753","2/18/16","35","Male","Hispanic","Gunshot","Unclear","Santa Ana","CA","92701",33.747017,-117.86248
"3754","2/27/15","27","Male","Hispanic","Gunshot","Unarmed","Santa Ana","CA","92703",33.747067,-117.90433
"3755","1/11/13","39","Male","Asian","Gunshot","Allegedly Armed","Santa Ana","CA","92703",33.747067,-117.90433
"3756","6/23/13","35","Female","Hispanic","Gunshot","Allegedly Armed","Santa Ana","CA","92704",33.724167,-117.90623
"3757","7/30/13","22","Male","Hispanic","Gunshot","Unarmed","Santa Ana","CA","92704",33.724167,-117.90623
"3758","5/30/13","33","Male","White","Vehicle","Allegedly Armed","Santa Ana","CA","92707",33.719118,-117.87143
"3759","5/30/13","26","Male","Hispanic","Gunshot","Allegedly Armed","Santa Ana","CA","92707",33.719118,-117.87143
"3760","4/26/15","45","Male","White","Gunshot","Allegedly Armed","Fountain Valley","CA","92708",33.708618,-117.95629
"3761","2/10/14","23","Male","Hispanic","Gunshot","Allegedly Armed","Tustin","CA","92780",33.741651,-117.82127
"3762","3/20/14","21","Male","White","Gunshot","Allegedly Armed","Anaheim","CA","92801",33.844814,-117.95381
"3763","6/8/15","30","Male","Hispanic","Gunshot","Allegedly Armed","Anaheim","CA","92801",33.844814,-117.95381
"3764","2/9/16","22","Male","Hispanic","Gunshot","Unarmed","Anaheim","CA","92801",33.844814,-117.95381
"3765","3/8/15","43","Female","Black","Gunshot","Allegedly Armed","Anaheim","CA","92802",33.806965,-117.92594
"3766","7/2/16","32","Male","Hispanic","Tasered","Unarmed","Anaheim","CA","92804",33.818165,-117.97304
"3767","2/20/16","30","Male","Unknown race","Gunshot","Allegedly Armed","Anaheim","CA","92804",33.818165,-117.97304
"3768","9/21/14","43","Male","White","Gunshot","Allegedly Armed","Anaheim","CA","92806",33.835465,-117.87362
"3769","6/12/13","27","Male","White","Gunshot","Allegedly Armed","Fullerton","CA","92831",33.878981,-117.89325
"3770","7/4/16","19","Male","Hispanic","Gunshot","Unclear","Fullerton","CA","92833",33.874314,-117.9637
"3771","11/1/14","43","Male","White","Gunshot","Allegedly Armed","Garden Grove","CA","92841",33.786915,-117.98224
"3772","7/7/13","29","Male","White","Gunshot","Allegedly Armed","Norco","CA","92860",33.925885,-117.55978
"3773","4/4/15","31","Male","Black","Gunshot","Allegedly Armed","Orange","CA","92865",33.8318,-117.84739
"3774","6/12/13","54","Male","Unknown race","Gunshot","Allegedly Armed","Orange","CA","92865",33.8318,-117.84739
"3775","2/15/16","39","Male","White","Gunshot","Unclear","Yorba Linda","CA","92887",33.883223,-117.73856
"3776","1/5/13","58","Male","White","Gunshot","Allegedly Armed","Ventura","CA","93001",34.311203,-119.30164
"3777","9/7/13","21","Male","White","Gunshot","Unarmed","Ventura","CA","93001",34.311203,-119.30164
"3778","7/12/13","42","Male","White","Gunshot","Allegedly Armed","Ventura","CA","93001",34.311203,-119.30164
"3779","12/16/15","23","Male","White","Gunshot","Allegedly Armed","Camarillo","CA","93010",34.231754,-119.05258
"3780","1/30/13","33","Male","Hispanic","Gunshot","Allegedly Armed","Fillmore","CA","93015",34.396646,-118.90082
"3781","3/27/15","26","Female","Black","Gunshot","Allegedly Armed","Oxnard","CA","93036",34.22942,-119.178814
"3782","9/6/13","53","Male","White","Gunshot","Allegedly Armed","Port Hueneme","CA","93041",34.154072,-119.18829
"3783","9/6/13","53","Male","White","Gunshot","Allegedly Armed","Port Hueneme","CA","93041",34.154072,-119.18829
"3784","8/24/13","29","Male","White","Gunshot","Allegedly Armed","Simi Valley","CA","93065",34.265003,-118.77177
"3785","9/1/13","46","Male","Hispanic","Gunshot","Allegedly Armed","Santa Barbara","CA","93101",34.420163,-119.7065
"3786","8/4/16","56","Male","Hispanic","Physical Restraint","Unarmed","Santa Barbara","CA","93110",34.439579,-119.76788
"3787","6/4/15","46","Male","Hispanic","Gunshot","Allegedly Armed","Delano","CA","93215",35.774967,-119.23371
"3788","7/18/15","26","Male","Hispanic","Gunshot","Unarmed","Farmersville","CA","93223",36.300574,-119.20552
"3789","4/26/15","76","Male","White","Gunshot","Allegedly Armed","Hanford","CA","93230",36.327063,-119.6451
"3790","6/3/13","25","Male","Hispanic","Gunshot","Allegedly Armed","Huron","CA","93234",36.209815,-120.0847
"3791","9/20/13","20","Male","Hispanic","Gunshot","Allegedly Armed","Ivanhoe","CA","93235",36.387879,-119.21908
"3792","4/8/15","57","Male","Unknown race","Taser","Unarmed","Lake Isabella","CA","93240",35.617148,-118.45299
"3793","5/24/14","49","Male","White","Gunshot","Allegedly Armed","Lebec","CA","93243",34.851405,-118.87993
"3794","12/24/15","23","Male","Hispanic","Gunshot","Allegedly Armed","Porterville","CA","93257",36.055121,-119.01595
"3795","12/29/13","31","Female","White","Gunshot","Allegedly Armed","Taft","CA","93268",35.162776,-119.4303
"3796","1/17/13","44","Male","Hispanic","Gunshot","Allegedly Armed","Tulare","CA","93274",36.201451,-119.34994
"3797","4/20/13","25","Male","Hispanic","Gunshot","Allegedly Armed","Visalia","CA","93277",36.311,-119.32637
"3798","6/16/15","28","Male","White","Gunshot","Allegedly Armed","Visalia","CA","93277",36.311,-119.32637
"3799","10/18/13","25","Male","White","Gunshot","Allegedly Armed","Visalia","CA","93277",36.311,-119.32637
"3800","1/26/15","34","Male","Hispanic","Gunshot","Allegedly Armed","Wasco","CA","93280",35.605045,-119.37143
"3801","11/1/14","27","Male","Hispanic","Vehicle","Unarmed","Visalia","CA","93291",36.351009,-119.33655
"3802","10/21/15","21","Male","Hispanic","Gunshot","Unarmed","Visalia","CA","93291",36.351009,-119.33655
"3803","5/3/16","59","Male","White","Gunshot","Allegedly Armed","Visalia","CA","93292",36.358928,-119.24027
"3804","2/8/13","22","Male","Hispanic","Gunshot","Allegedly Armed","Visalia","CA","93292",36.358928,-119.24027
"3805","2/22/16","45","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93301",35.381408,-119.01935
"3806","3/18/15","47","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93301",35.381408,-119.01935
"3807","11/29/15","23","Male","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93301",35.381408,-119.01935
