"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"2676","9/26/16","46","Male","Asian","Gunshot","Allegedly Armed","Houston","TX","77005",29.717529,-95.42821
"2677","4/15/15","41","Male","Black","Gunshot","Unarmed","Houston","TX","77015",29.778526,-95.18118
"2678","9/11/14","40","Male","White","Gunshot","Allegedly Armed","Houston","TX","77015",29.778526,-95.18118
"2679","7/20/15","59","Male","Black","Medical emergency","Unarmed","Houston","TX","77017",29.687829,-95.25478
"2680","9/9/13","","Male","White","Gunshot","Allegedly Armed","Houston","TX","77019",29.752528,-95.39923
"2681","3/12/16","37","Male","Black","Gunshot","Unarmed","Houston","TX","77020",29.775927,-95.31836
"2682","7/9/16","38","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77021",29.695879,-95.3573
"2683","2/23/16","40","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77023",29.725961,-95.3227
"2684","7/29/14","36","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77024",29.773994,-95.51771
"2685","8/17/15","35","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77026",29.79437,-95.33395
"2686","2/10/14","20","Male","Black","Gunshot","Unclear","Houston","TX","77030",29.704584,-95.40466
"2687","5/2/13","29","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77032",29.944922,-95.34152
"2688","4/23/15","48","Male","Black","Vehicle","Unarmed","Houston","TX","77033",29.66913,-95.33834
"2689","6/3/15","33","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77034",29.63643,-95.21789
"2690","8/5/13","Unknown","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77036",29.70053,-95.53514
"2691","8/2/15","63","Male","White","Gunshot","Vehicle","Houston","TX","77036",29.70053,-95.53514
"2692","10/7/14","36","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77036",29.70053,-95.53514
"2693","3/17/14","26","Male","Black","Gunshot","Unarmed","Houston","TX","77036",29.70053,-95.53514
"2694","9/1/13","28","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77036",29.70053,-95.53514
"2695","3/17/16","29","Male","Black","Gunshot","Unclear","Houston","TX","77037",29.885451,-95.39552
"2696","9/18/13","20","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77037",29.885451,-95.39552
"2697","3/17/16","30","Male","Black","Gunshot","Unclear","Houston","TX","77037",29.885451,-95.39552
"2698","3/18/13","33","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77037",29.885451,-95.39552
"2699","3/6/14","Unknown","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77038",29.917814,-95.44138
"2700","11/17/15","30","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77038",29.917814,-95.44138
"2701","8/3/14","49","Male","White","Gunshot","Allegedly Armed","Houston","TX","77041",29.85873,-95.57243
"2702","2/13/13","34","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77042",29.741565,-95.55996
"2703","5/13/14","31","Male","Black","Physical restraint","Unarmed","Houston","TX","77048",29.633081,-95.33761
"2704","4/28/16","24","Male","Black","Gunshot","Unclear","Houston","TX","77049",29.832668,-95.1742
"2705","2/24/14","38","Male","Black","Medical emergency","Unarmed","Houston","TX","77049",29.832668,-95.1742
"2706","10/24/13","22","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77051",29.66543,-95.36871
"2707","1/23/14","Unknown","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77060",29.933367,-95.39916
"2708","8/13/14","30","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77060",29.933367,-95.39916
"2709","4/13/15","24","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77060",29.933367,-95.39916
"2710","10/29/13","25","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77067",29.952354,-95.45065
"2711","3/9/13","19","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77068",30.007886,-95.48532
"2712","3/12/16","20","Male","Black","Gunshot","Unarmed","Houston","TX","77068",30.007886,-95.48532
"2713","12/1/14","16","Male","Asian","Gunshot","Allegedly Armed","Houston","TX","77068",30.007886,-95.48532
"2714","8/13/14","40","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77076",29.858525,-95.38178
"2715","9/5/13","29","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77078",29.849424,-95.25951
"2716","4/16/14","40","Male","White","Beaten","Unarmed","Houston","TX","77079",29.773018,-95.60125
"2717","5/29/16","25","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77079",29.773018,-95.60125
"2718","5/5/14","Unknown","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77087",29.686579,-95.30386
"2719","2/17/14","17","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77088",29.879213,-95.45028
"2720","10/1/14","34","Male","White","Gunshot","Allegedly Armed","Houston","TX","77089",29.589831,-95.22251
"2721","1/16/15","Unknown","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77089",29.589831,-95.22251
"2722","6/23/13","26","Male","White","Gunshot","Allegedly Armed","Houston","TX","77089",29.589831,-95.22251
"2723","6/21/15","49","Male","White","Gunshot","Allegedly Armed","Houston","TX","77090",30.012711,-95.45132
"2724","1/16/14","26","Male","Black","Gunshot","Unarmed","Houston","TX","77092",29.833326,-95.47644
"2725","7/20/15","Unknown","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77092",29.833326,-95.47644
"2726","9/25/13","45","Male","Hispanic","Gunshot","Allegedly Armed","Houston","TX","77093",29.862024,-95.33967
"2727","11/13/13","17","Male","Hispanic","Gunshot","Vehicle","Houston","TX","77095",29.896656,-95.64842
"2728","7/10/13","20","Male","Unknown race","Gunshot","Allegedly Armed","Houston","TX","77095",29.896656,-95.64842
"2729","2/28/13","46","Male","Black","Gunshot","Allegedly Armed","Houston","TX","77096",29.674336,-95.48123
"2730","7/31/13","19","Male","Hispanic","Gunshot","Unarmed","Conroe","TX","77301",30.313308,-95.45085
"2731","1/29/15","21","Female","White","Vehicle","Unarmed","Conroe","TX","77304",30.33146,-95.50703
"2732","5/20/14","27","Female","Unknown race","Gunshot","Allegedly Armed","Cleveland","TX","77328",30.188885,-94.804065
"2733","4/26/13","18","Male","Black","Gunshot","Allegedly Armed","Humble","TX","77346",30.001902,-95.16962
"2734","3/17/15","20","Male","White","Gunshot","Allegedly Armed","Onalaska","TX","77360",30.818886,-95.11108
"2735","3/27/16","33","Male","White","Gunshot","Allegedly Armed","Splendora","TX","77372",30.220237,-95.16723
"2736","9/19/16","46","Female","White","Gunshot","Allegedly Armed","Spring","TX","77373",30.056394,-95.38961
"2737","6/9/15","45","Male","White","Gunshot","Allegedly Armed","Tomball","TX","77377",29.83399,-95.434241
"2738","4/6/14","34","Male","White","Gunshot","Allegedly Armed","Conroe","TX","77385",30.18771,-95.43893
"2739","8/12/16","36","Male","White","Vehicle","Unarmed","Richmond","TX","77407",29.68,-95.7
"2740","6/22/16","31","Male","Unknown race","Gunshot","Allegedly Armed","Bellville","TX","77418",29.983095,-96.26843
"2741","8/8/15","33","Male","Unknown race","Gunshot","Allegedly Armed","Brookshire","TX","77423",29.80038,-95.98452
"2742","2/7/14","49","Male","White","Gunshot","Allegedly Armed","Brookshire","TX","77423",29.80038,-95.98452
"2743","7/9/14","53","Male","Black","Gunshot","Unarmed","Cypress","TX","77429",29.982746,-95.66597
"2744","7/13/15","28","Female","Black","Unknown","Unarmed","Hempstead","TX","77445",30.096649,-96.06979
"2745","2/1/15","31","Male","Hispanic","Gunshot","Allegedly Armed","Hungerford","TX","77448",29.401714,-96.07526
"2746","11/4/13","26","Male","Black","Gunshot","Allegedly Armed","Richmond","TX","77469",29.584172,-95.747
"2747","1/28/15","26","Male","White","Gunshot","Allegedly Armed","Rosenberg","TX","77471",29.549455,-95.81901
"2748","7/9/14","26","Male","White","Gunshot","Allegedly Armed","Sugar Land","TX","77479",29.573345,-95.63213
"2749","7/7/15","18","Male","Black","Gunshot","Allegedly Armed","Missouri City","TX","77489",29.601141,-95.51772
"2750","6/24/16","42","Female","White","Gunshot","Allegedly Armed","Katy","TX","77494",29.760833,-95.81104
"2751","3/31/15","21","Male","Hispanic","Gunshot","Unarmed","Baytown","TX","77520",29.74877,-94.94389
"2752","9/28/14","26","Male","Black","Taser","Unarmed","Baytown","TX","77523",29.76,-94.87
"2753","9/13/15","29","Male","White","Gunshot","Allegedly Armed","Clute","TX","77531",29.038068,-95.40114
"2754","8/10/14","Unknown","Male","Hispanic","Vehicle","Vehicle","Dickinson","TX","77539",29.468772,-95.02689
"2755","8/10/14","23","Male","Hispanic","Vehicle","Unarmed","Dickinson","TX","77539",29.468772,-95.02689
"2756","1/5/16","51","Male","White","Vehicle","Unarmed","Dickinson","TX","77539",29.468772,-95.02689
"2757","10/1/13","20","Male","Hispanic","Gunshot","Allegedly Armed","Freeport","TX","77541",28.975247,-95.34357
"2758","1/7/15","31","Male","Black","Gunshot","Allegedly Armed","Freeport","TX","77541",28.975247,-95.34357
"2759","9/30/14","32","Male","White","Gunshot","Allegedly Armed","Friendswood","TX","77546",29.516873,-95.19472
"2760","1/14/15","68","Male","White","Gunshot","Allegedly Armed","Lake Jackson","TX","77566",29.036879,-95.44103
"2761","12/26/14","20","Male","Black","Gunshot","Allegedly Armed","Texas City","TX","77591",29.389583,-94.99167
"2762","8/11/14","27","Male","Black","Taser","Unarmed","Port Arthur","TX","77640",29.879796,-93.95575
"2763","8/1/16","26","Male","Hispanic","Tasered","Unarmed","Port Arthur","TX","77640",29.879796,-93.95575
"2764","6/9/16","52","Male","Black","Gunshot","Unclear","Port Arthur","TX","77642",29.921564,-93.92694
"2765","3/27/14","19","Male","Hispanic","Gunshot","Unarmed","Port Arthur","TX","77642",29.921564,-93.92694
"2766","11/1/13","50","Female","Hispanic","Gunshot","Allegedly Armed","Port Arthur","TX","77642",29.921564,-93.92694
"2767","7/11/14","41","Male","White","Gunshot","Allegedly Armed","Vidor","TX","77662",30.142953,-94.00797
"2768","7/20/15","35","Male","White","Gunshot","Allegedly Armed","Winnie","TX","77665",29.820542,-94.39965
"2769","6/24/14","80","Male","White","Gunshot","Allegedly Armed","Beaumont","TX","77703",30.112312,-94.11736
"2770","3/5/16","22","Male","White","Gunshot","Allegedly Armed","Beaumont","TX","77707",30.065029,-94.18031
"2771","5/6/14","93","Female","Black","Gunshot","Allegedly Armed","Hearne","TX","77859",30.876658,-96.60205
"2772","4/26/15","25","Male","White","Gunshot","Allegedly Armed","Victoria","TX","77904",28.873664,-97.00715
"2773","8/14/15","26","Male","Hispanic","Gunshot","Allegedly Armed","Boerne","TX","78006",29.851666,-98.72932
"2774","1/13/15","43","Male","White","Gunshot","Allegedly Armed","Jourdanton","TX","78026",28.85458,-98.5528
"2775","8/16/15","47","Male","White","Gunshot","Allegedly Armed","Kerrville","TX","78028",30.042529,-99.15152
"2776","12/21/15","47","Male","Hispanic","Taser","Unarmed","Laredo","TX","78041",27.542244,-99.49233
"2777","2/14/15","51","Male","White","Gunshot","Allegedly Armed","Laredo","TX","78041",27.542244,-99.49233
"2778","8/30/14","30","Male","Hispanic","Gunshot","Unarmed","Laredo","TX","78041",27.542244,-99.49233
"2779","11/9/15","25","Male","Hispanic","Gunshot","Allegedly Armed","Laredo","TX","78045",27.648832,-99.53371
"2780","4/17/13","25","Male","Hispanic","Gunshot","Allegedly Armed","Three Rivers","TX","78071",28.492487,-98.1764
"2781","12/2/15","32","Male","Hispanic","Gunshot","Unarmed","Von Ormy","TX","78073",29.227135,-98.60919
"2782","1/9/14","51","Male","Unknown race","Gunshot","Vehicle","Beeville","TX","78102",28.426202,-97.74806
"2783","2/2/16","33","Male","White","Vehicle","Unarmed","Elmendorf","TX","78112",29.221682,-98.36902
"2784","2/27/16","23","Male","Hispanic","Gunshot","Allegedly Armed","Floresville","TX","78114",29.150937,-98.17929
"2785","10/13/14","35","Male","White","Gunshot","Allegedly Armed","Marion","TX","78124",29.570379,-98.14606
"2786","8/29/14","45","Male","Hispanic","Gunshot","Allegedly Armed","New Braunfels","TX","78130",29.699844,-98.10754
"2787","6/19/14","45","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78207",29.423932,-98.5235
"2788","12/6/13","23","Male","White","Gunshot","Unclear","San Antonio","TX","78209",29.48618,-98.4568
"2789","12/8/14","31","Male","Black","Gunshot","Allegedly Armed","San Antonio","TX","78210",29.397934,-98.46669
"2790","5/28/16","41","Male","Hispanic","Taser","Unarmed","San Antonio","TX","78211",29.362185,-98.54644
"2791","9/23/16","30","Male","Unknown race","Gunshot","Allegedly Armed","San Antonio","TX","78211",29.362185,-98.54644
"2792","3/16/16","33","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78214",29.363335,-98.49049
"2793","8/31/13","29","Male","White","Gunshot","Unarmed","San Antonio","TX","78216",29.528515,-98.49219
"2794","2/4/16","36","Male","Black","Gunshot","Unarmed","San Antonio","TX","78216",29.528515,-98.49219
"2795","2/28/14","23","Male","Black","Gunshot","Unclear","San Antonio","TX","78217",29.543865,-98.41755
"2796","7/31/14","50","Male","White","Gunshot","Allegedly Armed","San Antonio","TX","78217",29.543865,-98.41755
"2797","6/28/13","32","Male","Asian","Gunshot","Allegedly Armed","San Antonio","TX","78218",29.49428,-98.40431
"2798","8/17/14","44","Male","Black","Taser","Unarmed","San Antonio","TX","78218",29.49428,-98.40431
"2799","6/17/13","34","Male","Black","Gunshot","Allegedly Armed","San Antonio","TX","78218",29.49428,-98.40431
"2800","4/8/15","60","Male","White","Gunshot","Allegedly Armed","San Antonio","TX","78218",29.49428,-98.40431
"2801","3/4/13","31","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78221",29.326586,-98.50217
"2802","11/14/13","53","Male","Unknown race","Gunshot","Allegedly Armed","San Antonio","TX","78223",29.352352,-98.43215
"2803","5/18/14","44","Female","Unknown race","Gunshot","Allegedly Armed","San Antonio","TX","78227",29.405424,-98.63832
"2804","1/17/16","27","Male","White","Gunshot","Allegedly Armed","San Antonio","TX","78227",29.405424,-98.63832
"2805","6/26/15","28","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78227",29.405424,-98.63832
"2806","5/26/16","44","Male","Unknown race","Gunshot","Allegedly Armed","San Antonio","TX","78227",29.405424,-98.63832
"2807","12/17/14","48","Male","Hispanic","Gunshot","Unclear","San Antonio","TX","78228",29.457281,-98.5665
"2808","7/16/13","19","Male","Black","Gunshot","Unarmed","San Antonio","TX","78229",29.499454,-98.57166
"2809","3/14/15","29","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78230",29.539562,-98.55253
"2810","7/23/16","34","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78237",29.422583,-98.56584
"2811","4/20/14","30","Male","White","Gunshot","Unarmed","San Antonio","TX","78238",29.479874,-98.61509
"2812","6/11/15","28","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78239",29.51613,-98.36161
"2813","2/22/13","25","Male","Hispanic","Gunshot","Allegedly Armed","San Antonio","TX","78239",29.51613,-98.36161
"2814","4/19/15","33","Male","Black","Taser","Unarmed","San Antonio","TX","78247",29.581304,-98.40889
"2815","8/29/15","43","Male","White","Gunshot","Allegedly Armed","San Antonio","TX","78249",29.569934,-98.61282
"2816","12/20/13","46","Male","Unknown race","Gunshot","Allegedly Armed","San Antonio","TX","78254",29.523294,-98.74504
"2817","8/28/15","41","Male","Hispanic","Gunshot","Unclear","San Antonio","TX","78255",29.665822,-98.66812
"2818","7/8/14","30","Male","Hispanic","Medical emergency","Unarmed","San Antonio","TX","78259",29.627332,-98.42781
"2819","8/23/14","44","Male","White","Gunshot","Allegedly Armed","Aransas Pass","TX","78336",27.915764,-97.15436
"2820","3/21/13","28","Male","White","Gunshot","Allegedly Armed","Hebbronville","TX","78361",27.17199,-98.73083
"2821","9/30/15","40","Male","White","Physical restraint","Allegedly Armed","Rockport","TX","78382",28.047744,-97.04818
"2822","9/8/14","45","Male","Hispanic","Gunshot","Allegedly Armed","Sinton","TX","78387",28.054995,-97.5133
"2823","12/24/13","44","Male","Hispanic","Gunshot","Allegedly Armed","Corpus Christi","TX","78411",27.733058,-97.38542
"2824","11/23/15","49","Male","Hispanic","Gunshot","Allegedly Armed","Corpus Christi","TX","78415",27.727083,-97.4289
"2825","7/17/15","24","Male","Hispanic","Gunshot","Allegedly Armed","Brownsville","TX","78520",25.928274,-97.51618
"2826","10/22/14","27","Male","Hispanic","Gunshot","Allegedly Armed","Brownsville","TX","78521",25.918758,-97.42739
"2827","1/26/16","57","Female","Hispanic","Gunshot","Unarmed","Brownsville","TX","78521",25.918758,-97.42739
"2828","1/21/15","Unknown","Male","Hispanic","Gunshot","Allegedly Armed","Delmita","TX","78536",26.421394,-98.848757
"2829","2/15/16","38","Male","Hispanic","Taser","Unarmed","Donna","TX","78537",26.165352,-98.05568
"2830","7/7/15","39","Male","Hispanic","Gunshot","Allegedly Armed","Edinburg","TX","78542",26.35,-98.11
"2831","2/3/13","87","Male","Unknown race","Gunshot","Allegedly Armed","Harlingen","TX","78550",26.206602,-97.68776
"2832","7/22/14","29","Male","Hispanic","Gunshot","Allegedly Armed","La Joya","TX","78560",26.244317,-98.49574
"2833","2/22/16","38","Male","Unknown race","Gunshot","Vehicle","Sebastian","TX","78574",26.244013,-98.31176
"2834","4/20/15","24","Male","Hispanic","Gunshot","Allegedly Armed","Sebastian","TX","78574",26.244013,-98.31176
"2835","1/21/15","36","Male","Hispanic","Gunshot","Allegedly Armed","Roma","TX","78584",26.493058,-99.00718
"2836","2/16/14","47","Female","Black","Gunshot","Unarmed","Bastrop","TX","78602",30.120443,-97.30991
"2837","11/29/13","22","Male","White","Gunshot","Allegedly Armed","Buda","TX","78610",30.07703,-97.8178
"2838","3/13/13","78","Male","Hispanic","Gunshot","Allegedly Armed","Del Valle","TX","78617",30.166225,-97.62496
"2839","1/20/16","37","Male","White","Gunshot","Unclear","Harper","TX","78631",30.334152,-99.2956
